click_id,id,timestamp,type,campaign,banner,content_unit,network,browser,operating_system,country,state,city
255,"7,02765742224881E+018",1636254001,CLICK_COMMAND,1333000,4845126,3397212,32,0,6,NULL,NULL,NULL
256,"7,02765743943215E+018",1636254005,DYNAMIC,4847894,14924393,4591165,3509,0,14,1,2,3324
257,"7,0276574437239E+018",1636254006,DYNAMIC,4440158,13776358,4593920,1014,11,17,1,2,35187
258,"7,02765747808417E+018",1636254014,DYNAMIC,4520815,14056227,4662600,42,11,12,2,48,12148
259,"7,02765750814389E+018",1636254021,DYNAMIC,4835572,14882258,4342359,3317,11,12,2,48,12148
260,"7,02765752962436E+018",1636254026,DYNAMIC,4799702,14770779,4291409,408,0,14,1,1,42492
261,"7,02765753392071E+018",1636254027,DYNAMIC,4520830,14060287,4662599,42,11,12,1,2,33531
262,"7,02765754250743E+018",1636254029,CLICK_COMMAND,4036731,14324505,4334562,268,0,0,1,7,1712
263,"7,02765756397879E+018",1636254034,DYNAMIC,4799702,14767536,4291409,408,11,12,1,2,3324
264,"7,02765758117472E+018",1636254039,DYNAMIC,3973939,13603176,3769568,42,0,12,1,10,1022966
265,"7,02765759405163E+018",1636254041,DYNAMIC,4823239,14855524,4277915,242,11,17,1,10,10200
266,"7,02765760693201E+018",1636254044,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
267,"7,02765760693502E+018",1636254044,CLICK_COMMAND,4590953,14925711,4673965,3334,11,12,1,7,1712
268,"7,02765761122593E+018",1636254045,CLICK_COMMAND,4788109,14934034,4500165,268,8,5,3,40,89092
269,"7,02765763269781E+018",1636254050,DYNAMIC,4833401,14871276,197586,250,11,12,1,10,10200
270,"7,02765764128755E+018",1636254052,CLICK_COMMAND,4467407,13866162,4655999,268,11,12,1,3,1739
271,"7,02765768853376E+018",1636254063,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6772,1065652
272,"7,02765768853868E+018",1636254063,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,217,2446,70406
273,"7,02765769284033E+018",1636254064,SUBREQUEST_PARENT,1907433,6517886,3702470,42,6,17,185,2208,69215
274,"7,02765770141873E+018",1636254066,DYNAMIC,4585571,14689834,4642664,268,11,10,7,5459,82796
275,"7,02765772719574E+018",1636254072,DYNAMIC,4803918,14783593,3769544,42,6,17,1,7,1712
276,"7,02765778731808E+018",1636254086,DYNAMIC,4720212,14586047,4689272,7172,11,17,2,49,12218
277,"7,02765780020213E+018",1636254089,CLICK_COMMAND,3459141,10685112,4311926,3282,0,0,7,2554,72229
278,"7,02765781738167E+018",1636254093,DYNAMIC,4803470,14782671,4386889,241,11,5,1,2,35187
279,"7,02765782597416E+018",1636254095,CLICK_COMMAND,4660100,14419558,4650535,3391,11,12,1,7,1712
280,"7,0276578259912E+018",1636254095,DYNAMIC,4520815,14056227,4662599,42,0,12,1,15,41417
281,"7,02765782599126E+018",1636254095,SUBREQUEST_PARENT,1907433,14055974,3769572,42,0,12,1,15,41417
282,"7,02765783026729E+018",1636254096,DYNAMIC,3542072,14821107,4600820,742,11,17,7,5459,82796
283,"7,02765787321939E+018",1636254106,SUBREQUEST_PARENT,1907433,14055848,3769569,42,0,0,1,9,525871
284,"7,02765790328213E+018",1636254113,DYNAMIC,4799702,14767536,4291409,408,11,12,1,10,1769
285,"7,02765791616598E+018",1636254116,DYNAMIC,4492824,14649649,4288463,270,8,14,7,5459,82796
286,"7,0276579161669E+018",1636254116,CLICK_COMMAND,4481589,14619898,449135,268,8,14,7,5459,82796
287,"7,02765791616755E+018",1636254116,CLICK_COMMAND,4481589,14619898,449135,268,8,14,7,5459,82796
288,"7,02765742224913E+018",1636254001,CLICK_COMMAND,1497737,5088725,3397673,8,0,6,NULL,NULL,NULL
289,"7,02765752534368E+018",1636254026,SUBREQUEST_PARENT,1907433,14055860,3769575,42,0,14,3,39,19011
290,"7,02765753391743E+018",1636254027,CLICK_COMMAND,4036733,14324561,4302205,268,0,0,1,7,1712
291,"7,0276575425071E+018",1636254029,CLICK_COMMAND,4036731,14324507,4334562,268,0,0,1,7,1712
292,"7,02765754680246E+018",1636254030,DYNAMIC,3973939,13603176,3769568,42,0,12,1,16,96888
293,"7,02765758974912E+018",1636254040,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
294,"7,02765759404534E+018",1636254041,DYNAMIC,4798797,14764719,2990497,389,11,12,201,5841,70024
295,"7,02765764987762E+018",1636254054,CLICK_COMMAND,3351869,10406152,4311903,3282,0,0,7,2554,72185
296,"7,0276576799452E+018",1636254061,CLICK_COMMAND,4709614,14538799,4677469,3506,11,12,1,14,1021598
297,"7,02765772289311E+018",1636254071,CLICK_COMMAND,4590953,14925711,4673965,3334,11,12,1,1,363387
298,"7,02765772719581E+018",1636254072,SUBREQUEST_PARENT,1907433,6517883,3769543,42,6,17,1,7,1712
299,"7,02765776584318E+018",1636254081,CLICK_COMMAND,4740183,14689705,4302205,268,0,0,105,1181,56865
300,"7,02765776585399E+018",1636254081,DYNAMIC,3472463,14225768,4504722,42,0,12,5,5683,59353
301,"7,02765779161468E+018",1636254087,CLICK_COMMAND,4722443,14665472,4690250,268,6,12,89,1002,55897
302,"7,02765782167644E+018",1636254094,CLICK_COMMAND,4737863,14650628,4692736,268,11,17,1,15,1047425
303,"7,02765782597383E+018",1636254095,DYNAMIC,4310243,14415249,3478258,625,6,5,2,51,1703
304,"7,02765785603703E+018",1636254102,CLICK_COMMAND,4722507,14666392,4690250,268,11,12,96,6771,56069
305,"7,02765786463077E+018",1636254104,CLICK_COMMAND,3218901,14565054,3958635,241,0,14,1,7,1712
306,"7,02765790759243E+018",1636254115,DYNAMIC,4803655,14783064,3781164,42,11,12,2,51,952576
307,"7,02765791187396E+018",1636254115,CLICK_COMMAND,3350692,10404670,4311926,3282,11,5,129,1516,63142
308,"7,02765792905206E+018",1636254119,DYNAMIC,4847504,14923243,3830755,42,15,17,1,10,1769
309,"7,02765793334546E+018",1636254120,DYNAMIC,2805321,14821097,4341598,742,11,17,7,5459,82796
310,"7,02765742225038E+018",1636254001,CLICK_COMMAND,1497769,5088778,3397867,17,0,6,NULL,NULL,NULL
311,"7,02765742654043E+018",1636254002,CLICK_COMMAND,1333000,4845126,3397212,32,0,6,NULL,NULL,NULL
312,"7,02765744801789E+018",1636254008,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
313,"7,02765749096389E+018",1636254017,CLICK_COMMAND,4064118,12218915,4522547,3334,11,12,1,2,1792
314,"7,02765749096618E+018",1636254017,DYNAMIC,3585396,10994314,3311577,111,8,5,1,3,89149
315,"7,02765749096665E+018",1636254017,DYNAMIC,3619838,13603022,3769567,42,0,12,1,10,40242
316,"7,02765750814697E+018",1636254021,DYNAMIC,4828568,14851174,4699571,270,11,17,176,2024,67915
317,"7,02765751674372E+018",1636254023,DYNAMIC,4847502,14923241,3702468,42,6,17,1,10,14843
318,"7,02765753391841E+018",1636254028,CLICK_COMMAND,4036733,14324557,4302205,268,0,0,1,7,1712
319,"7,02765753821987E+018",1636254029,DYNAMIC,4750198,14653847,3615955,2047,11,12,2,51,952531
320,"7,02765754250468E+018",1636254029,CLICK_COMMAND,4311883,14324920,4637596,270,0,0,1,7,1712
321,"7,02765754250723E+018",1636254029,CLICK_COMMAND,4311883,14324920,4697577,270,0,0,1,7,1712
322,"7,02765754680076E+018",1636254030,CLICK_COMMAND,4311883,14324916,4697502,270,0,0,1,7,1712
323,"7,0276575811584E+018",1636254038,CLICK_COMMAND,4722481,14667898,4690250,268,11,12,4,726,53206
324,"7,02765759404841E+018",1636254041,DYNAMIC,2344896,7833055,4539577,42,8,14,3,40,40622
325,"7,0276575983384E+018",1636254042,DYNAMIC,4847984,14924408,4386889,241,15,14,1,1,468051
326,"7,02765763699409E+018",1636254051,CLICK_COMMAND,3485249,10752059,4117394,250,0,0,74,6355,50961
327,"7,0276576842386E+018",1636254062,CLICK_COMMAND,4050397,12219159,3916435,268,11,12,1,9,1027029
328,"7,02765768423965E+018",1636254062,CLICK_COMMAND,4050447,12187813,3881042,268,11,12,2,51,1703
329,"7,02765773148442E+018",1636254073,CLICK_COMMAND,4772256,14700330,4695106,270,0,0,105,1181,56865
330,"7,0276577572554E+018",1636254079,DYNAMIC,4724184,14553808,4536992,250,8,5,7,5459,82796
331,"7,02765777013919E+018",1636254082,DYNAMIC,4713978,14854838,4690247,268,11,6,246,806,54400
332,"7,02765778302455E+018",1636254086,CLICK_COMMAND,4050471,12187722,4242603,268,11,12,1,7,1712
333,"7,02765779162333E+018",1636254087,SUBREQUEST_PARENT,1907433,6517883,3769543,42,11,6,NULL,NULL,NULL
334,"7,02765780879127E+018",1636254091,CLICK_COMMAND,3459141,10685112,4311926,3282,8,14,1,7,1712
335,"7,02765783456324E+018",1636254097,DYNAMIC,4346748,14812049,4560066,3334,11,17,7,5459,82796
336,"7,02765785174337E+018",1636254101,CLICK_COMMAND,4736312,14650431,4599678,268,11,12,188,2246,69937
337,"7,02765786033304E+018",1636254103,DYNAMIC,4828762,14852084,4635291,2007,30,12,1,9,1762
338,"7,02765787321637E+018",1636254106,CLICK_COMMAND,4796554,14941780,4634572,268,30,12,1,10,207057
339,"7,02765789039867E+018",1636254110,CLICK_COMMAND,3483904,10748160,4311926,3282,11,12,1,9,382491
340,"7,02765792905036E+018",1636254119,DYNAMIC,4804798,14787569,4530621,71,11,12,177,2038,68042
341,"7,02765794623075E+018",1636254123,DYNAMIC,4799702,14767536,4291409,408,11,12,1,13,694976
342,"7,0276574222469E+018",1636254001,CLICK_COMMAND,4705740,14515279,4573072,3341,11,12,1,9,38325
343,"7,02765742654443E+018",1636254002,DYNAMIC,4520830,14060287,4662599,42,11,12,1,6,11322
344,"7,02765753391592E+018",1636254027,CLICK_COMMAND,4722507,14666391,4690250,268,11,12,96,6771,56069
345,"7,02765754680148E+018",1636254030,DYNAMIC,4848345,14925144,3769567,42,0,12,1,10,19454
346,"7,02765754680155E+018",1636254030,CLICK_COMMAND,4847412,14923076,4701111,270,8,5,1,2,94347
347,"7,02765757686592E+018",1636254037,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
348,"7,02765758975017E+018",1636254040,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,13,1022183
349,"7,02765760693024E+018",1636254044,CLICK_COMMAND,4050399,12219141,3916435,268,11,12,1,2,519053
350,"7,02765763269906E+018",1636254050,CLICK_COMMAND,4713978,14764121,4690250,268,11,12,246,831,54677
351,"7,02765763700792E+018",1636254051,DYNAMIC,4803918,14783593,3830756,42,15,17,1,7,1712
352,"7,0276576498784E+018",1636254054,DYNAMIC,4800252,14784779,4630947,71,11,12,1,7,1712
353,"7,02765764987952E+018",1636254054,DYNAMIC,4784886,14734083,4695912,270,11,12,96,6771,56069
354,"7,02765765417317E+018",1636254055,SUBREQUEST_PARENT,1907433,6517886,3702470,42,6,17,1,3,1739
355,"7,02765767135291E+018",1636254059,DYNAMIC,4781465,14717409,4352567,408,0,14,1,1,1765
356,"7,02765768423762E+018",1636254062,DYNAMIC,4799702,14770779,4291409,408,11,12,1,13,2384
357,"7,02765768423847E+018",1636254062,DYNAMIC,4520815,14056221,4662598,42,11,12,1,7,1712
358,"7,0276576885413E+018",1636254063,DYNAMIC,4783653,14728278,4435292,3392,6,17,7,5459,82796
359,"7,02765769282886E+018",1636254064,CLICK_COMMAND,4722507,14666391,4690250,268,11,12,96,6772,1065652
360,"7,02765769712534E+018",1636254065,DYNAMIC,4818919,14835871,4528128,71,11,12,1,2,3324
361,"7,02765770571376E+018",1636254067,DYNAMIC,4827861,14849883,4699356,270,11,12,4,3740,52242
362,"7,02765771431399E+018",1636254069,CLICK_COMMAND,4590953,14925711,4673965,3334,11,12,1,1,363387
363,"7,02765773148324E+018",1636254073,CLICK_COMMAND,3350692,10404670,4311926,3282,11,10,1,10,1769
364,"7,02765773148409E+018",1636254073,CLICK_COMMAND,4740182,14689672,4334562,268,0,0,105,1181,56865
365,"7,02765777443167E+018",1636254083,DYNAMIC,4668413,14440555,4650213,3637,8,14,7,2597,87021
366,"7,02765779590663E+018",1636254088,CLICK_COMMAND,4062549,12216588,4560314,268,11,17,1,10,1022195
367,"7,02765780449749E+018",1636254090,DYNAMIC,4833401,14871277,197586,250,8,14,1,10,35430
368,"7,02765782597291E+018",1636254095,DYNAMIC,4121324,14682344,4130551,268,6,5,1,2,35187
369,"7,02765785174219E+018",1636254101,DYNAMIC,4799702,14767536,4291409,408,0,14,1,10,14843
370,"7,0276578946935E+018",1636254111,CLICK_COMMAND,4727929,14567025,4563989,987,11,12,2,51,1703
371,"7,02765789898605E+018",1636254112,CLICK_COMMAND,4713978,14854828,4690250,268,11,12,246,782,209484
372,"7,0276579032816E+018",1636254113,DYNAMIC,4668034,14648107,4528674,71,0,28,1,11,694302
373,"7,02765790758057E+018",1636254114,SUBREQUEST_PARENT,1907433,14049735,3769566,42,11,12,1,1,1773
374,"7,02765792475886E+018",1636254118,CLICK_COMMAND,3350692,10404670,4311926,3282,6,5,37,283,47032
375,"7,02765793764056E+018",1636254121,DYNAMIC,4733941,14584012,197586,250,8,14,1,10,35430
376,"7,02765745233114E+018",1636254008,DYNAMIC,4847858,14924388,4591165,3509,0,14,1,10,1769
377,"7,02765747809197E+018",1636254014,DYNAMIC,4843491,14914479,4474874,2035,15,17,2,51,952576
378,"7,02765752962122E+018",1636254026,CLICK_COMMAND,4722454,14666276,4690250,268,8,14,5,5660,60731
379,"7,02765754250514E+018",1636254029,CLICK_COMMAND,4036731,14324507,4334562,268,0,0,1,7,1712
380,"7,027657546802E+018",1636254030,CLICK_COMMAND,4036731,14324505,4334562,268,0,0,1,7,1712
381,"7,02765760692788E+018",1636254044,DYNAMIC,4494159,13960550,4660229,270,11,12,2,51,1703
382,"7,02765760693115E+018",1636254044,CLICK_COMMAND,4027866,12131679,4286054,268,0,0,7,2554,72229
383,"7,02765761552076E+018",1636254046,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
384,"7,0276576198137E+018",1636254047,DYNAMIC,4799702,14767536,4291409,408,11,12,1,10,207151
385,"7,02765763699488E+018",1636254051,CLICK_COMMAND,3172164,9851033,4427400,3202,11,12,1,14,365806
386,"7,0276576412907E+018",1636254052,DYNAMIC,4718286,14579488,4690754,3334,11,12,7,2552,71301
387,"7,02765767994226E+018",1636254061,DYNAMIC,4818317,14819841,3557697,3145,11,12,1,1,206326
388,"7,02765768853344E+018",1636254063,DYNAMIC,4722453,14666289,4603452,268,15,17,1,2,35187
389,"7,02765768854058E+018",1636254063,SUBREQUEST_PARENT,1907433,14049735,3769566,42,0,12,1,10,1769
390,"7,02765770141834E+018",1636254066,DYNAMIC,4803470,14782671,4386889,241,8,5,129,1507,63117
391,"7,02765774866252E+018",1636254077,DYNAMIC,4382012,13628952,4502333,3517,11,6,7,2582,81722
392,"7,02765777013919E+018",1636254082,CLICK_COMMAND,4740173,14689678,4632956,268,11,12,188,2246,69937
393,"7,02765782167932E+018",1636254094,DYNAMIC,4762669,14745650,4694473,3137,11,17,7,2590,85168
394,"7,02765783885644E+018",1636254098,DYNAMIC,4799702,14770779,4291409,408,11,12,1,10,207057
395,"7,02765788610167E+018",1636254109,CLICK_COMMAND,3350692,10404670,4311926,3282,11,6,1,7,1712
396,"7,02765790329504E+018",1636254113,DYNAMIC,3998268,13603168,3769574,42,0,12,1,3,1739
397,"7,02765790759341E+018",1636254114,DYNAMIC,4848345,14925144,3769567,42,0,12,1,10,1710
398,"7,02765792475795E+018",1636254118,DYNAMIC,4807436,14850798,4521287,3334,8,14,1,2,40568
399,"7,02765792905069E+018",1636254119,CLICK_COMMAND,3350692,10404670,4311926,3282,11,5,103,6502,57081
400,"7,02765792905383E+018",1636254119,DYNAMIC,4121324,13412650,4130551,268,6,5,1,2,35187
401,"7,0276574394332E+018",1636254005,DYNAMIC,4745212,14624660,3709952,2024,8,5,3,42,1737
402,"7,02765744372128E+018",1636254006,DYNAMIC,4834481,14876870,4428564,3445,8,14,1,10,1769
403,"7,02765745661562E+018",1636254009,DYNAMIC,4754340,14794887,4539553,42,8,14,3,40,40622
404,"7,0276574694901E+018",1636254012,CLICK_COMMAND,3617404,11069708,4311926,3282,8,14,1,7,1712
405,"7,02765751673533E+018",1636254023,CLICK_COMMAND,4743804,14649930,2982629,270,30,12,1,7,22751
406,"7,02765753821102E+018",1636254028,CLICK_COMMAND,4036733,14324561,4302205,268,0,0,1,7,1712
407,"7,02765754250828E+018",1636254029,CLICK_COMMAND,4036731,14324506,4334562,268,0,0,1,7,1712
408,"7,02765758974912E+018",1636254040,DYNAMIC,4781465,14717409,4352567,408,8,14,1,2,3324
409,"7,02765761982916E+018",1636254047,DYNAMIC,4851390,14933910,3702467,42,6,10,NULL,NULL,NULL
410,"7,02765762411194E+018",1636254048,CLICK_COMMAND,4724259,14659972,4642279,268,11,12,246,831,54671
411,"7,02765766277136E+018",1636254057,DYNAMIC,3178692,13055473,4302756,3343,11,10,NULL,NULL,NULL
412,"7,02765769282814E+018",1636254064,DYNAMIC,4722502,14666416,4691447,268,30,12,96,6771,56069
413,"7,02765769283089E+018",1636254064,DYNAMIC,4757468,14666303,4403245,111,8,14,1,3,89149
414,"7,02765770142083E+018",1636254066,DYNAMIC,4779869,14713911,4417897,42,11,12,1,15,96818
415,"7,02765776155267E+018",1636254080,SUBREQUEST_PARENT,1907433,6549018,3769543,42,15,17,1,10,37969
416,"7,02765780020258E+018",1636254089,DYNAMIC,4787094,14741540,3557687,3145,11,10,7,5459,82796
417,"7,02765780449637E+018",1636254090,DYNAMIC,4780535,14715549,4348309,250,11,10,7,5459,82796
418,"7,02765781738947E+018",1636254093,CLICK_COMMAND,4780094,14768158,4597166,3506,11,12,1,7,1712
419,"7,02765782597167E+018",1636254095,CLICK_COMMAND,4818154,14819492,4698603,270,30,12,1,16,1800
420,"7,02765790757552E+018",1636254114,CLICK_COMMAND,3485262,10752067,4117394,250,8,14,1,1,89120
421,"7,02765792046219E+018",1636254117,CLICK_COMMAND,4823394,14835948,4405735,3348,8,14,1,7,1712
422,"7,02765792046337E+018",1636254117,CLICK_COMMAND,4050272,12186512,4596175,268,8,14,1,10,1769
423,"7,02765742654541E+018",1636254002,DYNAMIC,4781465,14717409,4352567,408,0,14,1,10,1710
424,"7,02765746089997E+018",1636254010,CLICK_COMMAND,498678,2051711,2618236,742,11,12,1,10,89203
425,"7,02765746090404E+018",1636254010,DYNAMIC,4520830,14060300,4662598,42,11,12,1,9,1783
426,"7,02765749526089E+018",1636254018,SUBREQUEST_PARENT,1907433,14055986,3769575,42,0,14,1,7,1712
427,"7,02765753391671E+018",1636254027,CLICK_COMMAND,4311867,14324956,4696687,270,0,0,1,7,1712
428,"7,02765759404291E+018",1636254041,DYNAMIC,4752348,14653893,3517740,270,11,12,1,10,207151
429,"7,02765759404337E+018",1636254041,DYNAMIC,4828635,14904873,4548596,3570,11,17,1,10,10200
430,"7,02765762840317E+018",1636254049,CLICK_COMMAND,4724259,14659972,4642279,268,11,12,246,831,54671
431,"7,02765763271374E+018",1636254050,DYNAMIC,3335535,10769599,4539577,42,8,14,3,40,40622
432,"7,02765767994278E+018",1636254061,CLICK_COMMAND,4754059,14658657,3357150,2065,11,5,1,2,35187
433,"7,02765774866199E+018",1636254077,DYNAMIC,4803470,14782671,4386889,241,11,6,1,2,42476
434,"7,02765776154808E+018",1636254080,CLICK_COMMAND,3485173,10752033,4117394,250,0,0,74,6355,50961
435,"7,0276577615526E+018",1636254080,DYNAMIC,2481190,11237579,3769544,42,15,17,1,10,37969
436,"7,02765777013709E+018",1636254082,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
437,"7,02765786462972E+018",1636254104,CLICK_COMMAND,4722454,14666276,4690250,268,11,12,5,5683,59353
438,"7,02765788180926E+018",1636254108,CLICK_COMMAND,3350692,10404670,4311926,3282,11,6,1,7,1712
439,"7,02765790757598E+018",1636254114,DYNAMIC,4781465,14717409,4352567,408,8,14,1,10,207057
440,"7,02765742224435E+018",1636254001,CLICK_COMMAND,4057901,12252721,4510132,268,11,12,1,10,10200
441,"7,02765742225077E+018",1636254001,CLICK_COMMAND,1497769,5088778,3397867,17,0,6,NULL,NULL,NULL
442,"7,02765742654096E+018",1636254002,CLICK_COMMAND,1333000,4845126,3397212,32,0,6,NULL,NULL,NULL
443,"7,0276574351303E+018",1636254004,CLICK_COMMAND,4713978,14854828,4690250,268,11,12,246,831,54664
444,"7,02765754250514E+018",1636254029,CLICK_COMMAND,4707405,14518841,4320420,3202,11,12,1,10,95711
445,"7,02765754250573E+018",1636254029,CLICK_COMMAND,4036731,14324505,4334562,268,0,0,1,7,1712
446,"7,02765755109468E+018",1636254031,DYNAMIC,4722859,14549966,3769544,42,15,17,1,1,206326
447,"7,02765755539273E+018",1636254032,CLICK_COMMAND,4849311,14927437,4630638,3334,0,14,1,10,10200
448,"7,02765755539397E+018",1636254032,DYNAMIC,4848345,14925144,3769567,42,0,12,1,11,95919
449,"7,02765759833834E+018",1636254042,DYNAMIC,4794823,14756247,3190432,408,8,5,1,9,206896
450,"7,02765761122297E+018",1636254045,SUBREQUEST_PARENT,3421140,10595726,4498222,408,8,5,1,9,206896
451,"7,02765762840396E+018",1636254049,CLICK_COMMAND,3350692,10404670,4311926,3282,11,10,1,10,1769
452,"7,02765771430291E+018",1636254069,CLICK_COMMAND,4713978,14854827,4690250,268,8,14,246,918,55448
453,"7,02765771860935E+018",1636254070,DYNAMIC,4848717,14926039,3702468,42,11,17,1,7,1712
454,"7,02765773577912E+018",1636254074,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
455,"7,02765774436899E+018",1636254076,CLICK_COMMAND,4050397,12219159,3916435,268,11,12,1,9,1027029
456,"7,02765776154801E+018",1636254080,CLICK_COMMAND,3485174,10752055,4117394,250,0,0,74,6355,50961
457,"7,02765777013762E+018",1636254082,DYNAMIC,4799050,14794527,4638375,456,8,14,1,7,38286
458,"7,02765780020167E+018",1636254089,DYNAMIC,4787094,14741540,3557687,3145,11,10,7,5459,82796
459,"7,02765780450017E+018",1636254090,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,952576
460,"7,02765781738147E+018",1636254093,DYNAMIC,4799702,14767536,4291409,408,11,12,1,2,35187
461,"7,02765783886018E+018",1636254098,CLICK_COMMAND,4785032,14734758,4483232,3402,30,12,2,51,1703
462,"7,02765788610101E+018",1636254109,CLICK_COMMAND,3350692,10404670,4311926,3282,6,5,129,1516,63142
463,"7,02765791617005E+018",1636254116,DYNAMIC,4814460,14808411,4403245,111,8,5,1,3,89149
464,"7,02765792905213E+018",1636254119,SUBREQUEST_PARENT,1907433,6517886,3702470,42,15,17,1,10,1769
465,"7,02765741794938E+018",1636254000,DYNAMIC,4834160,14873729,4386889,241,6,5,1,2,35187
466,"7,02765741795135E+018",1636254000,CLICK_COMMAND,3350692,10404670,4311926,3282,7,5,109,1203,56992
467,"7,02765742225202E+018",1636254001,CLICK_COMMAND,1497732,5088675,3397658,6,0,6,NULL,NULL,NULL
468,"7,02765743083474E+018",1636254003,DYNAMIC,4758311,14668842,3016442,270,14,17,7,2563,74333
